Got 23486 articles
8376276 1993 10
8373563 1993 2
8372034 NA 4
8370240 1993 4
8370238 1993 7
8370233 1993 4
8368458 1993 3
8360349 1993 8
8359291 1993 2
8358826 NA 1
8356866 1993 4
8356857 1993 4
8356207 1993 1
8355002 1993 1
8349377 1993 4
8348852 1993 4
8342678 1993 6
8342618 1993 2
8341261 1993 3
8340829 1993 3
8338145 1993 7
8332110 1993 3
8326351 1993 2
8314912 1993 2
8300112 1993 1
8271356 NA 3
8253016 1993 5
8252590 1993 5
8242482 1993 3
8227290 NA 3
8101084 NA 1
8100757 1993 4
8100568 1993 4
7693627 1993 2
7693546 NA 1
7691024 1993 4
7689499 1993 8
7688353 1993 5
8405377 1993 4
8405376 1993 2
8324430 1993 6
8516286 1993 4
7685825 1993 4
24895932 1993 1
8515656 1993 2
8501063 1993 2
8501045 1993 1
8394566 1993 2
8392497 1993 5
8389858 1993 6
8377517 1993 1
8374200 1993 1
8367690 1993 2
8359959 1993 2
8358780 1993 3
8358776 1993 5
8356885 1993 3
8356870 1993 5
8356362 1993 3
8352026 1993 5
8352024 1993 3
8350027 1993 1
8348895 1993 2
8348793 1993 3
8346650 1993 2
8346630 1993 4
8346629 1993 3
8342405 1993 3
8339608 1993 2
8336253 1993 6
8336250 1993 3
8335168 1993 6
8329258 1993 4
8322584 1993 2
8322010 1993 3
8322004 1993 1
8243342 1993 4
8232762 1993 4
8223694 1993 8
8105614 1993 2
8103344 1993 4
8103215 1993 1
8101980 1993 3
8101829 1993 5
8101827 1993 2
8100641 1993 4
7692992 1993 7
7691783 1993 2
7687188 1993 3
8329122 1993 2
23195541 1993 4
8330214 1993 3
8388383 1993 5
7687507 1993 4
10134359 1993 1
8519164 1993 2
8511501 1993 4
8505642 1993 1
8504992 1993 3
8500563 1993 2
8496215 1993 3
8489838 1993 2
8489830 1993 2
8489495 1993 3
8480673 1993 4
8478686 1993 1
8475269 1993 10
8393066 1993 3
8390090 1993 2
8389310 1993 3
8388229 1993 4
8386615 1993 6
8375563 1993 2
8349007 1993 8
8335545 1993 5
8335527 1993 1
8333241 1993 2
8316750 1993 4
8316749 1993 4
8314809 1993 3
8101198 1993 6
8101176 1993 2
8098345 1993 10
7686334 1993 3
7685146 1993 1
7684062 1993 9
7682274 1993 2
8476921 1993 3
8386707 1993 3
8467903 1993 4
8455664 1993 5
8490470 1993 1
7682111 1993 1
8096570 1993 1
8517109 1993 4
8517097 1993 3
8514726 1993 4
8514282 1993 2
8501387 1993 2
8500540 1993 3
8500536 1993 5
8500158 1993 1
8498164 1993 2
8498148 1993 4
8495593 1993 1
8493879 1993 2
8493875 1993 2
8488748 1993 8
8487670 1993 3
8479156 1993 3
8477731 1993 5
8474570 1993 7
8473407 1993 8
8466428 1993 5
8465731 1993 7
8462797 1993 4
8459974 1993 1
8458873 1993 3
8456663 1993 4
8456257 1993 2
8456251 1993 2
8400828 1993 3
8388742 1993 1
8385856 1993 6
8383216 1993 4
8372056 NA 3
8337899 1993 3
8333260 1993 1
8325973 NA 2
8325972 NA 2
8325971 NA 3
8325970 NA 2
8316392 1993 1
8316332 1993 2
8166778 1993 3
7683605 1993 2
7683267 1993 3
8457591 1993 3
8457191 1993 7
8461047 1993 4
8467859 1993 4
8518126 1993 5
8516264 1993 3
8513665 1993 2
8507456 1993 5
8495861 1993 3
8494952 1993 2
8492225 1993 4
8478625 1993 5
8476177 1993 1
8475694 1993 10
8475689 1993 6
8472597 1993 1
8472162 1993 5
8463607 1993 1
8460692 1993 10
8458095 1993 6
8457045 1993 10
8457044 1993 10
8452726 1993 4
8452721 1993 3
8452718 1993 4
8450299 1993 2
8450114 1993 2
8449981 1993 3
8449133 1993 3
8441004 1993 5
8432588 1993 8
8391665 1993 8
8391663 1993 5
8389564 1993 5
8388012 1993 5
8387068 1993 6
8384952 1993 5
8382216 NA 4
8331579 1993 4
8329532 1993 5
8321411 1993 3
8103038 NA 2
8097797 1993 2
8097490 1993 4
8096111 1993 3
8095787 1993 2
7682970 1993 6
8460622 1993 4
8425607 1993 2
8427874 1993 2
8448676 1993 2
14731730 1993 1
8500476 1993 5
8492304 1993 3
8488756 1993 4
8475715 1993 3
8474968 1993 3
8474558 1993 4
8461063 1993 4
8458691 1993 3
8458220 1993 4
8457835 1993 3
8455967 1993 4
8452217 1993 2
8447467 1993 4
8447380 1993 3
8447367 1993 2
8444569 1993 8
8442402 1993 3
8442105 1993 5
8441901 1993 4
8441900 1993 2
8441899 1993 2
8438956 1993 5
8435039 1993 2
8433077 1993 4
8431959 1993 3
8428471 1993 5
8425676 1993 4
8383519 1993 4
8329160 1993 2
8098626 1993 7
8097182 1993 3
7683012 1993 1
7682747 1993 6
7680239 1993 3
7679624 1993 3
8428602 1993 2
8423356 1993 5
8435571 1993 6
8093267 1993 3
21043749 1993 1
15463661 1993 2
8518408 1993 6
8511514 1993 3
8511513 1993 3
8510805 1993 4
8503981 1993 1
8493473 1993 4
8493418 1993 4
8492905 1993 4
8487204 1993 6
8487034 NA 2
8485314 1993 5
8484323 1993 4
8478447 1993 4
8478416 NA 2
8478415 NA 4
8476233 1993 1
8475700 1993 1
8474997 1993 3
8474327 1993 2
8472692 1993 3
8470092 1993 3
8462515 NA 3
8460455 1993 1
8457327 1993 3
8453969 1993 2
8450495 1993 2
8449619 1993 4
8449578 NA 4
8439737 NA 3
8436159 1993 3
8436154 1993 4
8435981 1993 5
8432377 1993 2
8430801 1993 6
8430761 1993 4
8429803 1993 2
8427746 1993 4
8427742 1993 10
8426942 1993 1
8424584 1993 5
8424305 1993 5
8424290 1993 5
8423713 1993 5
8422517 1993 3
8419409 1993 2
8418868 1993 5
8418080 1993 4
8416668 1993 3
8416654 1993 4
8415417 1993 1
8408940 1993 8
8404986 1993 5
8401538 1993 1
8393557 1993 1
8383757 1993 3
8383641 1993 4
8380675 1993 7
8371635 1993 5
8369123 1993 2
8354577 1993 3
8351483 1993 4
8351477 1993 4
8351474 1993 6
8351468 1993 5
8332855 1993 3
8332737 1993 6
8319262 1993 2
8318868 1993 1
8309503 1993 1
8290928 1993 2
8290924 1993 2
8289986 1993 6
8279090 1993 4
8269589 1993 3
8266609 1993 4
8266026 1993 1
8256589 1993 3
8255255 1993 2
8249660 1993 2
8248753 1993 5
8223991 1993 4
8218475 1993 2
8213271 1993 5
8213263 1993 3
8210950 1993 10
8181831 1993 2
8179839 NA 3
8167689 1993 4
8159933 1993 4
8159932 1993 2
8159924 1993 4
8146470 1993 1
8146086 1993 1
8131827 1993 5
8117588 1993 3
8117587 1993 3
8116363 1993 3
8109265 1993 2
8106682 1993 1
8104150 1993 7
8101812 1993 3
8098548 1993 4
8094920 1993 2
8094295 1993 2
8094294 1993 2
8093256 1993 6
7920672 1993 4
7908588 1993 3
7697122 1993 5
7694438 1993 1
7691645 1993 3
7690480 1993 1
7689746 1993 5
7688909 1993 3
7687558 1993 2
7682208 1993 4
7682076 NA 5
7681354 1993 4
7679445 1993 2
7509552 1993 4
7506514 1993 4
1341062 1992 2
1300496 1992 2
1479074 1992 2
1472993 1992 3
1309072 1992 1
24425665 1992 1
21554655 1992 2
10607057 1992 2
1492565 1992 2
1490948 1992 4
1488883 1992 1
1487663 1992 5
1486430 1992 5
1484398 1992 4
1483819 1992 1
1479606 1992 2
1478768 1992 5
1476989 1992 1
1476921 1992 3
1476190 1992 1
1476187 1992 5
1476054 1992 3
1473230 1992 6
1473140 1992 6
1465038 1992 5
1460475 1992 3
1459696 1992 1
1459131 1992 3
1450173 1992 4
1448257 1992 2
1447610 1992 4
1446891 1992 1
1443689 1992 2
1369594 1992 5
1362525 1992 4
1345627 1992 1
1337262 1992 2
1336890 1992 4
1335361 1992 3
1298458 1992 1
1298437 1992 3
1298429 1992 4
1288864 1992 2
1288061 1992 4
1337680 1992 2
1361496 1992 3
1359317 1992 7
23195337 1992 1
1333535 1992 6
1455392 1992 5
1420254 1992 2
1493358 NA 5
1488273 1992 2
1484713 1992 4
1481695 1992 2
1481667 1992 3
1474083 1992 6
1474058 1992 3
1474053 1992 3
1473785 1992 4
1473289 1992 4
1472363 1992 2
1468313 1992 4
1468305 1992 4
1467610 1992 3
1466637 1992 3
1466255 1992 5
1466224 1992 3
1466223 1992 6
1466220 1992 3
1466213 1992 1
1466210 1992 4
1462969 1992 2
1461821 1992 4
1455185 1992 4
1455163 1992 7
1455158 1992 4
1455157 1992 2
1451172 1992 2
1449886 1992 4
1443753 1992 3
1442987 1992 5
1435181 1992 7
1432011 1992 3
1425046 1992 4
1424483 1992 2
1401451 1992 3
1401450 1992 2
1363065 NA 3
1362314 1992 4
1361584 1992 5
1358779 1992 6
1358741 1992 4
1338460 1992 1
1334612 1992 2
1333258 1992 5
1297838 1992 1
1292439 1992 2
1283216 1992 3
1282021 1992 2
1437558 1992 1
1426510 1992 7
1433291 1992 4
1425682 1992 3
1400359 1992 4
1479241 1992 2
1478955 1992 1
1466657 1992 2
1464875 1992 5
1456444 1992 2
1447389 1992 1
1447388 1992 2
1446869 1992 3
1442136 1992 3
1442135 1992 2
1441874 1992 5
1441864 1992 6
1441863 1992 6
1441859 1992 7
1435723 1992 3
1426963 1992 1
1425539 1992 3
1425526 1992 3
1424714 1992 1
1422734 1992 4
1418915 1992 5
1411893 1992 3
1411272 1992 3
1407887 1992 2
1398538 1992 4
1397871 1992 3
1384042 1992 4
1382089 1992 3
1358489 1992 3
1357740 1992 3
1345052 1992 7
1338100 1992 2
1334414 1992 7
1332357 1992 2
1330532 1992 1
1330410 1992 4
1306123 1992 3
1381392 1992 5
1356433 1992 7
1522583 1992 3
1393035 1992 4
18611506 1992 1
1494910 1992 5
1493766 1992 3
1492339 1992 2
1468422 1992 2
1444400 1992 2
1436375 1992 3
1425377 1992 3
1422962 1992 4
1415971 1992 5
1414496 1992 4
1411287 1992 4
1402400 1992 2
1400026 1992 1
1397349 1992 3
1395451 1992 5
1394840 1992 3
1392263 1992 6
1389844 1992 5
1389654 1992 6
1389100 1992 8
1389098 1992 8
1384899 1992 10
1384770 1992 2
1359673 1992 3
1358218 1992 4
1344819 1992 2
1336551 1992 2
1331840 1992 4
1331553 NA 5
1325912 1992 3
1280547 1992 3
1511743 1992 2
1436674 1992 3
1517603 1992 1
1512252 1992 3
1353730 1992 3
1353805 1992 7
1644191 1992 3
16348755 1992 1
1643996 1992 3
1634061 1992 3
1528132 1992 2
1525797 1992 2
1522996 1992 2
1518804 1992 4
1514598 1992 4
1514347 1992 3
1506817 1992 6
1505934 1992 5
1505148 1992 1
1451155 1992 5
1443449 1992 3
1439545 1992 4
1420741 1992 5
1406710 1992 7
1406259 1992 5
1402784 1992 1
1388220 1992 4
1387502 1992 2
1387138 1992 2
1383127 1992 4
1326843 1992 1
1324859 1992 1
1321732 1992 2
1322138 1992 6
1322132 1992 2
1352705 1992 2
1641589 1992 5
1641584 1992 7
1637613 1992 1
1629452 1992 3
1626570 1992 6
1621312 1992 3
1621204 1992 5
1616902 1992 2
1615889 1992 1
1615810 1992 2
1612582 1992 3
1612318 1992 4
1529642 1992 4
1519485 1992 3
1505165 1992 6
1501561 1992 7
1475523 NA 6
1432349 1992 2
1424192 1992 6
1412571 1992 3
1383549 1992 2
1382372 1992 1
1376203 1992 2
1352199 1992 3
1344658 1992 5
1325729 1992 5
1280632 NA 1
1627603 1992 2
1499988 1992 4
1383888 1992 3
16668899 1992 5
15900672 1992 5
1640055 1992 5
1638886 1992 1
1637971 1992 2
1637762 1992 2
1629055 1992 3
1627309 1992 2
1611236 1992 2
1609596 1992 3
1609592 1992 3
1604619 1992 6
1603351 1992 2
1583338 1992 6
1579319 1992 4
1576740 1992 3
1510235 1992 3
1510230 1992 3
1502437 1992 2
1502436 1992 1
1501385 1992 1
1499996 1992 1
1437040 1992 1
1395694 1992 1
1381683 1992 1
1378578 1992 1
1376998 1992 4
1375912 1992 3
1341984 1992 1
1339021 1992 4
1323870 1992 2
1320543 1992 6
1319676 1992 3
1319178 1992 5
1317257 1992 4
1376875 1992 2
1599954 1992 4
1395028 1992 4
1315748 1992 9
1640834 1992 5
1639579 1992 3
1622918 1992 3
1621142 1992 5
1617955 1992 3
1616891 1992 5
1606315 1992 1
1595343 1992 9
1592019 NA 2
1591136 1992 6
1590382 1992 4
1589992 NA 8
1585411 1992 1
1579394 1992 4
1566660 1992 4
1565926 1992 2
1529268 1992 4
1527750 1992 2
1517762 1992 3
1505659 1992 2
1498504 1992 2
1446320 1992 4
1401424 1992 2
1397625 1992 3
1395604 1992 4
1387854 1992 2
1378968 NA 4
1377730 1992 3
1375034 1992 5
1374707 1992 2
1331423 1992 3
1322630 1992 4
1318817 1992 3
1315254 1992 3
1354998 1992 1
1581349 1992 2
1581348 1992 2
1576150 1992 6
1381264 1992 2
1632477 1992 5
1617444 1992 1
1614985 1992 6
1613347 1992 5
1611920 1992 1
1609579 1992 1
1600508 1992 1
1592103 1992 5
1590044 1992 4
1588346 1992 2
1588267 1992 5
1583005 1992 4
1582358 1992 4
1576638 1992 2
1566831 1992 5
1563351 1992 3
1558420 1992 2
1556648 1992 1
1549983 1992 4
1522511 1992 2
1514667 1992 4
1495817 1992 1
1495815 1992 1
1482431 1992 4
1428487 1992 2
1374677 1992 6
1372633 1992 3
1352389 1992 5
1326049 1992 3
1314069 1992 4
1515904 1992 5
1320751 1992 3
1544486 1992 2
1347233 1992 1
1740479 1992 4
1735458 1992 3
1604435 1992 1
1594801 1992 3
1593471 1992 2
1589670 1992 2
1585809 1992 4
1574956 1992 6
1572454 1992 2
1568967 1992 5
1563712 1992 4
1561890 1992 1
1561889 1992 5
1557699 1992 3
1538129 1992 4
1537493 1992 3
1535990 1992 6
1533717 1992 2
1505187 1992 5
1386914 1992 3
1375557 1992 2
1375379 1992 6
1371551 1992 3
1349882 1992 4
1347564 1992 5
1321250 1992 2
1317825 1992 2
1317293 1992 3
1313647 1992 4
1312539 1992 2
1543729 1992 1
1374435 1992 1
1371255 1992 3
1346765 1992 4
1621957 1992 5
1733967 1992 3
1346396 1992 4
10765157 1992 4
1738962 1992 2
1610181 1992 2
1594884 1992 5
1589238 1992 5
1583631 1992 2
1582652 1992 3
1566620 1992 1
1560792 1992 7
1559256 1992 3
1557607 1992 2
1557601 1992 2
1556775 1992 2
1555052 1992 5
1554496 1992 4
1554487 1992 2
1549928 1992 6
1540455 1992 4
1540347 1992 3
1540340 1992 3
1531072 1992 10
1374210 1992 2
1372674 1992 1
1370806 1992 1
1354103 1992 1
1348457 1992 1
1348177 1992 5
1316047 1992 2
1316045 1992 2
1316040 1992 3
1736892 1992 2
23510870 1992 2
21551889 1992 2
16468199 1992 1
12106381 1992 2
11639229 1992 1
1740756 1992 6
1739867 1992 4
1737261 1992 3
1737258 1992 2
1737257 1992 1
1736347 1992 3
1733879 1992 3
1733690 1992 4
1733681 1992 2
1733455 1992 1
1732758 1992 2
1732238 1992 3
1731848 1992 3
1731837 1992 1
1731506 1992 3
1729559 1992 4
1729558 1992 4
1727780 1992 3
1642863 1992 2
1641371 1992 5
1632227 1992 2
1631503 1992 4
1626219 1992 4
1626210 1992 3
1622092 1992 4
1618562 1992 3
1613673 1992 10
1612314 1992 4
1609812 1992 3
1606073 1992 5
1604252 1992 8
1600600 1992 6
1600300 1992 3
1598741 1992 2
1595357 1992 4
1591226 1992 3
1590704 1992 5
1589925 1992 3
1589722 1992 7
1589716 1992 3
1587323 1992 4
1581866 1992 2
1581472 1992 5
1581471 1992 6
1581118 1992 1
1581079 1992 3
1576354 1992 5
1574450 1992 4
1562423 1992 3
1561876 1992 4
1560421 NA 1
1558989 1992 2
1555212 1992 3
1553793 1992 3
1547969 1992 5
1547807 1992 4
1546982 1992 2
1546549 1992 4
1546531 1992 5
1541314 1992 5
1538631 NA 3
1529303 1992 2
1524905 1992 5
1521351 1992 2
1520900 1992 5
1520530 1992 3
1520522 1992 3
1520521 1992 1
1519365 1992 2
1516838 1992 3
1509234 1992 5
1502870 1992 2
1499155 1992 3
1498923 1992 2
1498811 1992 1
1492558 1992 1
1488999 1992 7
1488639 1992 1
1486330 1992 1
1485500 1992 3
1485473 1992 5
1482269 1992 2
1480556 1992 1
1478732 1992 4
1471554 1992 4
1471550 1992 1
1470628 1992 1
1466187 1992 1
1466184 1992 1
1466183 1992 1
1466182 1992 2
1466181 1992 1
1465588 1992 3
1461096 1992 2
1459817 1992 3
1455182 1992 1
1446393 1992 2
1446098 1992 2
1442018 1992 5
1442014 1992 3
1441993 1992 3
1441987 1992 3
1441962 1992 2
1438132 1992 1
1437654 1992 2
1428307 1992 3
1414507 1992 3
1403811 1992 4
1399326 1992 2
1384083 1992 4
1381598 1992 2
1379502 1992 2
1378232 1992 1
1376960 1992 1
1363231 1992 3
1359745 1992 4
1358177 1992 2
1351023 1992 3
1350673 1992 5
1349161 1992 4
1347724 1992 1
1342714 1992 1
1341662 1992 1
1336196 1992 3
1332385 1992 4
1332186 1992 4
1327017 1992 3
1325625 1992 1
1320910 1992 3
1319385 1992 6
1315104 1992 3
1315098 1992 3
1314242 1992 3
1303861 1992 1
1297672 1992 6
1295681 1992 1
1295395 1992 1
1292516 1992 4
1292341 1992 5
1292069 1992 1
1290265 NA 1
1285248 1992 3
1284823 1992 6
1284822 1992 3
1284820 1992 8
1284267 1992 3
1281371 1992 4
1279922 1992 3
1809188 1991 3
1687703 1991 4
1686790 1991 2
1764480 1991 3
1743300 1991 3
24923977 1991 3
24923976 1991 2
1961129 1991 4
1959217 1991 2
1955116 1991 4
1950865 1991 5
1933780 1991 6
1836277 1991 4
1822549 1991 1
1822548 1991 1
1815471 1991 3
1805319 1991 1
1802635 1991 1
1802634 1991 1
1795380 1991 1
1792450 1991 4
1789092 1991 2
1789088 1991 1
1774704 1991 2
1772648 1991 6
1769127 1991 6
1766449 1991 2
1765442 1991 6
1765131 1991 1
1763299 1991 2
1763295 1991 5
1748255 1991 1
1748246 1991 3
1748043 1991 6
1684104 1991 3
1664503 1991 5
1664501 1991 5
1662588 1991 5
1662408 1991 4
1765205 1991 4
1960727 1991 2
1960724 1991 3
1954228 1991 1
1945874 1991 2
1939112 1991 3
1778287 1991 3
1958350 1991 2
1939536 1991 4
1939387 1991 6
1934737 1991 2
1836348 1991 3
1835126 1991 4
1818155 NA 2
1818142 NA 4
1803351 1991 4
1798392 1991 7
1795183 1991 1
1781497 NA 3
1765041 1991 8
1763598 1991 4
1763595 1991 6
1761488 1991 4
1754848 1991 4
1754847 1991 3
1751349 1991 3
1743919 1991 5
1743549 1991 7
1724428 1991 1
1718731 1991 4
1666432 1991 3
1662165 1991 5
1814647 1991 1
1838582 1991 3
1954420 1991 4
1962521 1991 5
1961091 1991 6
1961090 1991 6
1936180 1991 3
1914729 1991 4
1840577 1991 3
1837606 1991 5
1793779 1991 1
1791752 1991 2
1785232 1991 4
1776410 1991 5
1772009 1991 3
1757740 1991 9
1757739 1991 5
1721082 1991 4
1718528 1991 3
1718025 1991 4
1687254 1991 4
1666303 1991 7
1680856 1991 5
1652570 1991 3
10148660 1991 2
1894010 1991 2
18965248 1991 2
16348548 1991 2
10775922 1991 2
1957700 1991 5
1952670 1991 3
1947785 1991 3
1923525 1991 4
1916486 1991 4
1910998 1991 8
1910074 1991 2
1909757 1991 5
1892639 1991 4
1841697 1991 2
1834337 NA 7
1834336 NA 3
1832384 1991 4
1816373 1991 3
1810733 1991 5
1780900 NA 1
1755007 1991 4
1750394 1991 5
1746064 NA 3
1744417 1991 3
1743856 1991 1
1742017 1991 1
1720883 1991 1
1686937 NA 6
1683576 1991 2
1661905 1991 4
1665420 1991 3
1683181 1991 1
1870970 1991 2
1943506 1991 5
1938728 1991 4
1928622 1991 4
1910086 1991 1
1907268 1991 2
1907151 1991 3
1907088 1991 6
1882680 1991 3
1882669 1991 3
1882668 1991 4
1872380 1991 4
1860183 1991 4
1837926 1991 2
1834430 1991 1
1817612 1991 1
1777176 1991 6
1750328 1991 2
1750318 1991 1
1750307 1991 1
1749636 1991 1
1722576 1991 2
1685148 1991 2
1680267 1991 3
1653178 1991 3
2069556 1991 1
1718016 1991 2
10111739 1991 1
2072287 1991 4
2069807 1991 3
2069805 1991 2
1927568 1991 1
1927546 1991 6
1919949 1991 1
1896813 1991 4
1889422 NA 5
1889068 1991 3
1876794 1991 3
1863504 1991 2
1834413 1991 2
1833440 1991 7
1796213 NA 2
1791141 NA 1
1788146 NA 1
1757530 1991 6
1715380 1991 2
1681599 1991 8
1680561 1991 3
1677043 1991 4
1663877 1991 5
1656687 1991 2
1881604 1991 3
2041052 1991 3
1710578 1991 6
20870503 1991 3
2068895 1991 4
2068891 1991 2
2064888 1991 2
2054176 1991 5
2054169 1991 3
2030859 1991 6
2019381 1991 3
1927324 1991 2
1927320 1991 5
1917256 1991 1
1892558 1991 4
1891662 1991 3
1890636 1991 3
1883701 1991 1
1881042 1991 4
1874362 1991 1
1860763 1991 6
1860468 1991 4
1801992 1991 1
1792515 1991 3
1716276 1991 2
1714011 1991 6
1712220 1991 3
1710968 1991 3
1647677 1991 5
2043648 1991 1
1851152 1991 3
1710352 1991 3
2036445 1991 2
2022652 1991 2
2072869 1991 1
2072829 1991 5
2071912 1991 2
2068698 1991 2
2068426 1991 3
2064872 1991 1
2036559 1991 1
2035891 1991 4
2028708 1991 6
2022963 1991 5
2022895 1991 1
2021122 1991 5
2019058 1991 3
2013387 1991 2
1954180 1991 5
1909944 1991 5
1909688 NA 3
1906694 1991 5
1871451 1991 1
1865180 1991 5
1860786 1991 3
1855362 1991 4
1827947 1991 3
1827631 1991 8
1827568 1991 5
1783567 1991 3
1673969 1991 3
1670461 1991 5
1652181 1991 1
1646987 1991 7
1646757 1991 4
2026153 1991 2
2009091 1991 5
1713926 1991 3
2060325 1991 3
2054848 1991 3
2032716 1991 7
2025470 1991 5
2009667 1991 3
2006290 1991 1
1903367 1991 2
1901319 1991 4
1872132 1991 2
1865785 NA 1
1841194 1991 1
1713500 1991 2
1713476 1991 4
1712667 1991 2
1711864 1991 6
1708207 1991 5
1706700 1991 1
1674658 1991 2
1648687 1991 3
1647936 1991 1
1645170 1991 4
1830276 1991 3
2018507 1991 4
2012602 1991 4
2002506 1991 5
1872465 1991 2
24193844 1991 1
12797081 1991 3
12797080 1991 3
2065638 1991 4
2065126 1991 2
2062877 1991 6
2061457 1991 5
2051958 1991 2
2051001 1991 4
2049498 1991 3
2045743 1991 2
2043493 1991 6
2035325 1991 4
2031807 1991 3
2018635 1991 2
2011916 1991 5
2009909 1991 6
1998652 NA 2
1993501 1991 2
1906632 1991 4
1864559 1991 5
1853153 1991 2
1850709 1991 5
1712469 NA 6
1711595 1991 3
1678636 1991 3
1677467 1991 5
1645213 1991 1
2059327 1991 1
2001746 1991 3
23196279 1991 2
1647254 1991 2
1847635 1991 1
1998714 1991 2
2048406 1991 5
2037992 1991 4
2028775 1991 1
2028756 1991 1
2010191 1991 4
2009992 1991 3
2004741 1991 3
2004207 1991 1
2004002 1991 6
2003382 1991 3
1996678 1991 5
1993411 1991 4
1988778 1991 9
1925027 NA 2
1902000 1991 10
1849960 1991 2
1846886 1991 4
1846873 1991 6
1790399 1991 4
1710313 1991 3
1710094 1991 3
1705213 1991 2
1704015 1991 3
1704003 1991 3
1676308 1991 2
1671361 1991 5
1671200 1991 6
1671164 1991 4
1649469 1991 2
1991514 1991 2
1947827 1991 6
2012967 1991 3
1984188 1991 6
1986799 1991 3
1988321 1991 4
1985868 1991 7
23511859 1991 2
21043958 1991 4
18924908 1991 9
16667947 1991 3
11941128 1991 4
2071059 1991 5
2071052 1991 3
2070745 1991 4
2069014 1991 3
2056271 1991 4
2053512 1991 2
2053450 1991 3
2053226 1991 3
2052907 1991 1
2052493 NA 2
2049421 1991 6
2048736 1991 2
2047769 1991 5
2042027 1991 2
2036464 NA 2
2036298 1991 1
2036024 1991 2
2032762 1991 1
2029422 1991 2
2027455 1991 3
2024373 1991 4
2018210 1991 5
2018204 1991 4
2011126 NA 4
2010376 1991 3
2009638 1991 2
2008617 1991 1
2008412 1991 2
2007976 1991 5
2006402 1991 5
2004845 1991 3
2003365 1991 4
1993116 1991 1
1991079 1991 2
1986913 1991 5
1986389 1991 1
1986371 1991 4
1984859 1991 3
1957136 1991 1
1950523 1991 2
1950511 1991 4
1950149 1991 1
1947855 1991 3
1947849 1991 3
1947846 1991 3
1947841 1991 1
1947840 1991 4
1947839 1991 6
1947837 1991 5
1947835 1991 2
1947833 1991 1
1947832 1991 5
1947830 1991 5
1947829 1991 7
1941010 1991 4
1933614 1991 1
1933601 1991 2
1931486 1991 1
1930364 1991 5
1929551 1991 2
1928115 1991 1
1927301 1991 3
1926659 1991 3
1924485 1991 1
1916325 1991 2
1916324 1991 3
1916323 1991 3
1912020 1991 3
1909360 1991 2
1907955 1991 1
1904625 1991 1
1903673 1991 6
1901749 1991 4
1892719 1991 1
1883646 1991 2
1883644 1991 2
1883642 1991 3
1870062 1991 2
1869448 1991 3
1869304 1991 7
1868682 1991 1
1867110 1991 2
1856912 1991 2
1855389 1991 4
1854500 1991 10
1836424 1991 4
1832132 1991 4
1832052 1991 3
1829311 1991 5
1828612 1991 2
1826237 1991 5
1825507 NA 4
1824747 1991 1
1823392 1991 3
1819765 1991 2
1815963 1991 3
1815332 1991 4
1815331 1991 3
1815330 1991 3
1814322 NA 4
1814257 1991 2
1809709 1991 4
1809060 1991 1
1805212 1991 4
1804576 1991 2
1803061 1991 5
1801631 1991 2
1801314 1991 5
1793675 1991 5
1792716 1991 2
1789136 1991 1
1789134 1991 5
1789133 1991 2
1789132 1991 2
1789131 1991 1
1789130 1991 1
1789128 1991 1
1789127 1991 1
1789126 1991 1
1789124 1991 4
1789123 1991 1
1789122 1991 1
1789121 1991 3
1785020 1991 3
1785003 1991 2
1784992 1991 3
1780709 1991 4
1780705 1991 2
1776716 1991 9
1776702 1991 3
1776701 1991 4
1776700 1991 5
1772727 1991 4
1772267 1991 3
1771704 1991 4
1768345 1991 2
1763634 1991 2
1763608 1991 4
1759333 1991 4
1756048 1991 3
1746252 1991 5
1725875 1991 2
1725160 1991 5
1723975 1991 3
1723392 1991 5
1723235 1991 4
1722763 1991 6
1722603 1991 2
1722160 1991 1
1721726 1991 1
1720483 1991 4
1718103 1991 2
1716246 1991 6
1715919 1991 2
1711251 1991 5
1711250 1991 4
1709530 1991 2
1708212 1991 8
1706742 1991 5
1685844 1991 6
1685825 1991 2
1684480 1991 5
1680429 1991 3
1680415 1991 2
1678379 1991 2
1672279 1991 3
1670957 1991 3
1653334 1991 2
1652994 1991 3
1652288 NA 5
1650706 1991 8
1650114 1991 3
1645886 1991 2
1365186 1991 1
1365167 1991 3
2259634 1990 4
2148318 1990 7
2285606 1990 1
2263454 1990 2
10108276 1990 1
2268668 1990 2
1965953 1990 10
2292697 1990 4
2292078 1990 3
2290082 1990 2
2285570 1990 1
2282255 1990 1
2282208 1990 4
2282207 1990 5
2281757 1990 2
2281234 1990 1
2277140 1990 4
2270438 1990 2
2270436 1990 1
2265784 1990 4
2260698 1990 7
2260660 1990 2
2260534 1990 3
2243965 1990 4
2148646 1990 5
2126550 1990 3
2126198 1990 2
2089227 1990 2
2085627 1990 2
2085111 1990 10
2084823 1990 2
2076279 1990 1
2076278 1990 1
2074729 1990 3
2073898 1990 3
1983092 1990 1
1708671 1990 1
1699824 1990 1
1702550 1990 4
2272366 1990 4
2242381 1990 3
2284911 NA 3
2278794 1990 4
2278790 1990 3
2278788 1990 5
2278777 1990 3
2277876 1990 2
2277367 1990 4
2276865 1990 3
2275331 1990 4
2274734 1990 6
2272550 1990 1
2267935 1990 3
2267921 1990 4
2263221 1990 1
2259313 1990 1
2259075 1990 4
2254716 1990 4
2242793 1990 6
2241559 1990 5
2240679 1990 3
2240282 1990 8
2237983 1990 3
